epoch,loss,accuracy,precision,recall,f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,4.7521209716796875,0.19347073137760162,0.3832177519798279,0.5107073187828064,0.4378713989006361,4.105653285980225,0.92719566822052,0.49925583600997925,0.5409424901008606,0.5192638525739129
2,4.004571437835693,0.24316255748271942,0.43014031648635864,0.5324773192405701,0.47586903484681164,3.945699691772461,0.8285824060440063,0.5566127300262451,0.5240996479988098,0.5398671132304704
3,3.5175678730010986,0.2814907431602478,0.48635753989219666,0.5480273962020874,0.515354094804951,4.152203559875488,0.1852850466966629,0.4352549910545349,0.3517290949821472,0.38905956754743926
4,3.1035726070404053,0.3346494734287262,0.5547608733177185,0.5720632672309875,0.5632792310741811,3.8214943408966064,0.3043143153190613,0.482043594121933,0.40404945611953735,0.43961399308525706
5,2.730325222015381,0.391756534576416,0.6156637668609619,0.5954771637916565,0.6054022359596168,2.4848101139068604,0.29738059639930725,0.5889185667037964,0.6722809672355652,0.6278447350990644
6,2.356584310531616,0.45656779408454895,0.6829115152359009,0.6281766295433044,0.6544015451980819,1.7429755926132202,0.5577812194824219,0.7665257453918457,0.7147464752197266,0.7397311136474236
7,1.990140676498413,0.5306240320205688,0.7416366934776306,0.6687844395637512,0.7033290536959051,1.8754876852035522,0.4965331256389618,0.712730884552002,0.7744131684303284,0.7422928282397192
8,1.7003483772277832,0.5926425457000732,0.7858697772026062,0.7057046294212341,0.743632952444424,1.5505009889602661,0.7118644118309021,0.8290886282920837,0.7057874798774719,0.7624854806752884
9,1.4442018270492554,0.6319337487220764,0.815224289894104,0.7436911463737488,0.7778165160190271,1.1986700296401978,0.705315887928009,0.8353520631790161,0.7290807962417603,0.7786069484506328
10,1.2316700220108032,0.669876754283905,0.8331557512283325,0.7643060088157654,0.7972471865938738,1.6844704151153564,0.6124807596206665,0.7349952459335327,0.8294212222099304,0.7793585245546961
11,1.073498249053955,0.6981894969940186,0.8465740084648132,0.7849653363227844,0.8146064676892264,1.0889379978179932,0.8617103099822998,0.8782021403312683,0.6756853461265564,0.7637468250825267
12,0.9285927414894104,0.7167758345603943,0.8574805855751038,0.8056690692901611,0.8307677944600157,1.2471697330474854,0.7130200266838074,0.8122402429580688,0.7704712152481079,0.7908045699935774
13,0.8254353404045105,0.731221079826355,0.8616573214530945,0.8177092671394348,0.8391082466887095,1.5738368034362793,0.580123245716095,0.6804479956626892,0.8817416429519653,0.768126120937598
14,0.7354533672332764,0.7517334222793579,0.8670613765716553,0.8328149914741516,0.849593213378481,1.1296677589416504,0.7916024923324585,0.7918862104415894,0.8079197406768799,0.7998226301612111
15,0.6646087765693665,0.759341299533844,0.8729919195175171,0.847432017326355,0.8600220999290515,1.1784170866012573,0.8428351283073425,0.8534806370735168,0.7337394952774048,0.7890933829673793
16,0.6225978136062622,0.7641564011573792,0.875642716884613,0.8549848794937134,0.8651905058510074,1.1780799627304077,0.787365198135376,0.7908645272254944,0.8097115159034729,0.8001770587071572
17,0.5513955950737,0.7655045986175537,0.8811119794845581,0.8702683448791504,0.8756565931135543,1.2812142372131348,0.687596321105957,0.7059750556945801,0.8828166723251343,0.7845541217534675
18,0.5203700661659241,0.7693567276000977,0.8829573392868042,0.8781322240829468,0.8805381716471992,1.2033054828643799,0.820878267288208,0.8326442241668701,0.7577494978904724,0.7934333920378731
19,0.4855601191520691,0.7650231122970581,0.8897521495819092,0.8852852582931519,0.887513083459422,1.225517988204956,0.7076271176338196,0.7820910811424255,0.81222003698349,0.7968708737309192
20,0.45944130420684814,0.7637711763381958,0.8895233273506165,0.8928825259208679,0.8911997611908427,1.2721996307373047,0.8389830589294434,0.8693363666534424,0.6807023882865906,0.7635413490397265
21,0.43728116154670715,0.7556818127632141,0.8948419094085693,0.8963924050331116,0.8956164861649484,1.2999658584594727,0.7746533155441284,0.7797833681106567,0.8127575516700745,0.795929088196896
22,0.39779093861579895,0.7522149682044983,0.8998808264732361,0.9056779742240906,0.9027700938331313,1.3334742784500122,0.8174114227294922,0.8259077668190002,0.7539867162704468,0.7883102216147936
23,0.38407328724861145,0.7466294169425964,0.9012187719345093,0.9067442417144775,0.9039730633950486,1.27285897731781,0.7869799733161926,0.7814776301383972,0.8073821663856506,0.7942187263890703
24,0.3647221028804779,0.7456663846969604,0.9026924967765808,0.9145637154579163,0.9085893317738094,1.4895204305648804,0.6575500965118408,0.683249294757843,0.8982261419296265,0.776126348559604
25,0.3476864993572235,0.7431625723838806,0.9080010652542114,0.9186511635780334,0.9132950672927246,1.516350269317627,0.7642527222633362,0.8054307103157043,0.7706504464149475,0.7876568206026496
26,0.33846837282180786,0.7287172675132751,0.9087053537368774,0.9233605861663818,0.9159743542018127,1.4279117584228516,0.8393682837486267,0.8462538123130798,0.7002329230308533,0.7663496453982898
27,0.3208611011505127,0.724865198135376,0.9128835797309875,0.9264705777168274,0.9196268962961461,1.495550513267517,0.7291987538337708,0.7385714054107666,0.8337215781211853,0.7832673987910506
28,0.3051309585571289,0.7256355881690979,0.9143531918525696,0.9291807413101196,0.9217073375669389,1.3763697147369385,0.7573189735412598,0.7937024831771851,0.7858806848526001,0.7897722179788811
29,0.2945828437805176,0.7221687436103821,0.9161694645881653,0.9346898794174194,0.9253370107839487,1.6059596538543701,0.8578582406044006,0.8844379782676697,0.6527504324913025,0.7511340428866617
30,0.2913578450679779,0.7131163477897644,0.9180821776390076,0.9341123104095459,0.9260278762666522,1.4820700883865356,0.7261170744895935,0.7639555931091309,0.8263751864433289,0.7939404227184008
31,0.28470826148986816,0.7124422192573547,0.9178481101989746,0.9376665949821472,0.9276515134026515,1.5442180633544922,0.6864407062530518,0.7286845445632935,0.8575524091720581,0.7878837840023646
